date,min,max,median,q1,q3,stdev,count
2021-01-25T00:00:00.000Z,0.6,51.97,2.9,1.45,6.43,6.133,207
2021-01-26T00:00:00.000Z,0.1,15.3,0.52,0.38,4.87,2.881,165
2021-01-27T00:00:00.000Z,0.7,19.67,2.52,1.9,3.95,3.884,191
2021-01-28T00:00:00.000Z,0.3,108.43,3.97,2.29,4.78,8.504,171
2021-01-29T00:00:00.000Z,0.5,49.33,2.5,1.55,3.1,4.551,166
2021-01-30T00:00:00.000Z,1.55,36.65,5.63,3.91,10.89,7.789,188
2021-01-31T00:00:00.000Z,1,46.83,3.26,1.9,8.75,5.401,234
2021-02-01T00:00:00.000Z,3.47,45.42,14.4,9.57,16.39,4.914,143
2021-02-02T00:00:00.000Z,1,18.3,5.82,3.51,9.27,4.198,153
2021-02-03T00:00:00.000Z,0.2,9.75,1.65,0.65,2.27,1.499,112
2021-02-04T00:00:00.000Z,0.4,20.6,3.83,1.48,6.82,4.159,73
2021-02-05T00:00:00.000Z,0.7,78,7.8,3.22,21.02,13.931,123
2021-02-06T00:00:00.000Z,0.5,34.42,4.47,2.57,9.61,6.68,241
2021-02-07T00:00:00.000Z,1.05,17.38,3.08,2.47,3.83,1.762,232
2021-02-08T00:00:00.000Z,0.9,4.22,1.9,1.6,2.35,0.582,251
2021-02-09T00:00:00.000Z,0.7,11.1,1.6,1.38,1.9,0.842,245
2021-02-10T00:00:00.000Z,0.4,7.25,1.23,1,2.2,1.064,239
2021-02-11T00:00:00.000Z,0.73,20.83,1.85,1.5,9.14,4.299,232
2021-02-12T00:00:00.000Z,2.4,17.52,8.5,5.46,11.93,3.791,268
2021-02-13T00:00:00.000Z,3.08,28.17,10.8,7.18,15.05,5.805,237
2021-02-14T00:00:00.000Z,0,25.58,2.9,0.6,5.52,4.057,225
2021-02-15T00:00:00.000Z,0.4,20.85,3.19,2.04,4.18,2.386,234
2021-02-16T00:00:00.000Z,0.4,31.65,2.83,1.77,3.53,3.22,230
2021-02-17T00:00:00.000Z,0.2,32.15,2.08,1.7,2.72,2.685,226
2021-02-18T00:00:00.000Z,0.1,11.82,1.04,0.6,1.76,1.411,256
2021-02-19T00:00:00.000Z,0,47.5,0.55,0.2,2.58,4.724,238
2021-02-20T00:00:00.000Z,0.3,31.25,2.4,1.6,5.25,3.77,240
2021-02-21T00:00:00.000Z,0.65,169.7,2.2,1.32,3.05,12.773,261
2021-02-22T00:00:00.000Z,0.77,2.4,1.5,1.23,1.73,0.331,90
2021-04-25T00:00:00.000Z,5.35,221.32,7.78,6.55,10.6,22.019,94
2021-04-26T00:00:00.000Z,1.5,13.55,5.15,3.42,6.55,2.165,216
2021-04-27T00:00:00.000Z,0.5,9.19,1.52,1.23,1.85,0.983,147
2021-04-28T00:00:00.000Z,0.8,4.45,2.57,2.08,3.1,0.742,158
2021-04-29T00:00:00.000Z,0.52,33.03,2.8,1.82,3.7,3.905,181
2021-04-30T00:00:00.000Z,0.5,15.82,2.29,1.9,4.22,1.94,144
2021-05-01T00:00:00.000Z,1.3,14.63,3.88,2.33,6.6,3.365,174
2021-05-02T00:00:00.000Z,0.95,12.1,3.45,2.83,5.05,1.739,146
2021-05-03T00:00:00.000Z,0.15,9.44,1.48,1.2,2.02,1.153,161
2021-05-04T00:00:00.000Z,0.1,1.4,0.52,0.39,0.8,0.284,189
2021-05-05T00:00:00.000Z,0,2.1,0.28,0.2,0.4,0.316,197
2021-05-06T00:00:00.000Z,0.1,2.65,0.5,0.3,0.7,0.3,168
2021-05-07T00:00:00.000Z,0.35,1.6,0.9,0.75,1,0.208,129
2021-05-08T00:00:00.000Z,0,10.15,0.92,0.32,2.74,1.991,156
2021-05-09T00:00:00.000Z,0.7,13.6,1.83,1.6,2.1,0.959,235
2021-05-10T00:00:00.000Z,0.1,13.13,0.7,0.5,0.93,0.932,203
2021-05-11T00:00:00.000Z,0.88,8.55,2,1.6,2.38,0.876,182
2021-05-12T00:00:00.000Z,0.22,11.7,1.78,0.8,2.4,1.256,162
2021-05-13T00:00:00.000Z,1.2,24.92,3.16,2.64,5.43,2.628,236
2021-05-14T00:00:00.000Z,1.2,12.18,5,3.43,5.74,1.805,48
2021-05-15T00:00:00.000Z,0.4,22.55,1.76,1.45,2.15,3.189,102
2021-05-16T00:00:00.000Z,0.82,11.57,1.77,1.45,3.72,1.93,139
2021-05-17T00:00:00.000Z,0.4,5.07,1.3,0.7,3.2,1.338,135
2021-05-18T00:00:00.000Z,0.56,1.77,1.05,0.95,1.4,0.34,14
2021-05-19T00:00:00.000Z,0.4,2.6,1.1,0.7,1.5,0.443,165
2021-05-20T00:00:00.000Z,0.55,1.75,0.88,0.8,1.58,0.387,11
2021-05-21T00:00:00.000Z,0.9,2.72,1.89,1.46,2.2,0.488,28
2021-05-22T00:00:00.000Z,0.3,5.32,0.65,0.5,1.12,1.065,25
2021-05-23T00:00:00.000Z,0.5,21.75,1.79,1.2,2.4,2.838,54
2021-05-24T00:00:00.000Z,0.6,6.2,5.37,3.3,5.75,1.693,50
2021-05-25T00:00:00.000Z,1.3,2.75,2.08,1.58,2.34,0.435,13
2021-05-26T00:00:00.000Z,1.52,10.75,2.6,1.95,3.38,1.217,111
2021-05-27T00:00:00.000Z,2.02,5.22,2.54,2.35,2.95,0.587,56
2021-05-28T00:00:00.000Z,0.55,8.32,1.83,1.17,2.38,1.32,119
2021-05-29T00:00:00.000Z,2.13,9.38,4.9,4.7,8.38,2.119,23
2021-05-30T00:00:00.000Z,3.22,21.25,6.29,5.09,11.07,3.322,124
2021-05-31T00:00:00.000Z,3.1,16.45,8.98,5.63,11.9,3.307,211
2021-06-01T00:00:00.000Z,5.65,40.58,11.88,7.13,14.2,6.889,287
2021-06-02T00:00:00.000Z,7.6,34.65,17.36,12.95,25.3,7.406,256
2021-06-03T00:00:00.000Z,0.6,25.23,1.49,1.04,13,6.62,236
2021-06-04T00:00:00.000Z,0.6,6.45,1.2,0.8,1.8,1.038,260
2021-06-05T00:00:00.000Z,0.3,20.32,2.2,1.2,3.13,1.687,266
2021-06-06T00:00:00.000Z,1.8,77.3,3.05,2.67,3.4,6.186,343
2021-06-07T00:00:00.000Z,0.9,23.77,4.13,1.8,5.25,2.2,634
2021-06-08T00:00:00.000Z,0.1,17.73,1.5,0.99,1.89,1.26,456
2021-06-09T00:00:00.000Z,0,86.43,0.7,0.31,2.29,6.127,512
2021-06-10T00:00:00.000Z,0.1,5.38,1.62,0.3,2.2,1.062,304
2021-06-11T00:00:00.000Z,1.2,6.82,2.7,1.92,4.09,1.121,311
2021-06-12T00:00:00.000Z,0.77,5.9,3.03,2.5,3.53,0.952,263
2021-06-13T00:00:00.000Z,1.23,8.13,3.95,2.04,5.57,1.898,259
2021-06-14T00:00:00.000Z,0.1,19.88,2.35,1.85,2.78,1.35,350
2021-06-15T00:00:00.000Z,0.45,10.5,1.77,1.1,2.58,1.022,334
2021-06-16T00:00:00.000Z,0.2,30.63,2.5,1.63,3.25,1.992,288
2021-06-17T00:00:00.000Z,0.98,10,2.15,1.77,2.42,0.687,450
2021-06-18T00:00:00.000Z,0.98,30.35,4.28,2.29,5.5,2.492,452
2021-06-19T00:00:00.000Z,1.85,46.2,7.78,2.8,8.85,4.418,535
2021-06-20T00:00:00.000Z,4.38,195.75,9.63,7.28,11.6,14.159,603
2021-06-21T00:00:00.000Z,1.9,70.72,8.25,4.43,13.27,5.305,530
2021-06-22T00:00:00.000Z,3.88,20.17,14.6,11.44,17.17,4.656,417
2021-06-23T00:00:00.000Z,0.2,21.33,4.2,3.1,9.9,5.165,559
2021-06-24T00:00:00.000Z,1.2,26.08,6.32,4.68,15.4,6.505,499
2021-06-25T00:00:00.000Z,1.3,36.92,3.38,2.4,4.18,2.767,587
2021-06-26T00:00:00.000Z,0.9,75.95,2.04,1.5,3.65,3.327,619
2021-06-27T00:00:00.000Z,1.3,27.8,5.78,3.99,7.13,2.379,624
2021-06-28T00:00:00.000Z,3.38,24.55,6.72,5.78,7.9,1.944,582
2021-06-29T00:00:00.000Z,5.63,24.25,11.45,8.98,13.18,2.771,640
2021-06-30T00:00:00.000Z,10.35,19.88,16.5,15.25,17.55,1.787,566
2021-07-01T00:00:00.000Z,14.65,35.35,22.42,20.59,24.39,3.347,480
2021-07-02T00:00:00.000Z,2.15,37.92,14.68,4.45,16.13,6.901,494
2021-07-03T00:00:00.000Z,1.88,31.2,6.32,3.05,8.57,3.368,659
2021-07-04T00:00:00.000Z,0.65,13.13,2.72,2.1,3.13,1.208,636
2021-07-05T00:00:00.000Z,0.8,51.78,2.13,1.7,3.15,2.965,494
2021-07-06T00:00:00.000Z,0.17,11.18,3.78,2.8,4.96,1.849,585
2021-07-07T00:00:00.000Z,1.7,15.35,4.2,3.13,7.07,2.685,523
2021-07-08T00:00:00.000Z,1.5,117.75,4.93,3.9,5.53,4.878,575
2021-07-09T00:00:00.000Z,0.5,59.47,3.03,2.2,6.89,3.784,661
2021-07-10T00:00:00.000Z,1.25,59.9,4,3.3,4.78,3.002,670
2021-07-11T00:00:00.000Z,0.5,17.89,4.09,2.85,5.35,1.944,740
2021-07-12T00:00:00.000Z,3.08,16.73,11.28,6.5,12.63,3.538,494
2021-07-13T00:00:00.000Z,2.65,9.38,5.53,3.95,6.34,1.554,313
2021-07-14T00:00:00.000Z,1.2,46.33,5.68,2.49,6.81,3.331,493
2021-07-15T00:00:00.000Z,3.03,267.17,4.59,3.97,6.13,10.946,593
2021-07-16T00:00:00.000Z,1.3,64.75,4.63,2.75,6.03,4.046,523
2021-07-17T00:00:00.000Z,2.63,189.3,4.68,4,5.18,8.643,663
2021-07-18T00:00:00.000Z,1.8,14.43,3.58,2.83,6.13,1.861,548
2021-07-19T00:00:00.000Z,1.14,8.8,2.62,2.15,3.13,1.018,456
2021-07-20T00:00:00.000Z,2.5,9.19,4.43,3.22,5.25,1.45,495
2021-07-21T00:00:00.000Z,3,10.82,4.43,3.92,5.32,0.881,574
2021-07-22T00:00:00.000Z,3.8,291.95,8.32,5.35,16.63,27.661,459
2021-07-23T00:00:00.000Z,17.3,82.78,33.54,22.15,41.33,19.313,579
2021-07-24T00:00:00.000Z,5.5,38.53,9.1,8.02,14.13,4.21,579
2021-07-25T00:00:00.000Z,7.45,48.17,10.52,9.69,11.38,2.332,661
2021-07-26T00:00:00.000Z,9.44,26.48,12.8,11.75,13.6,3.873,651
2021-07-27T00:00:00.000Z,0.4,45.2,7.9,4.38,14.79,5.824,680
2021-07-28T00:00:00.000Z,0.56,5.47,1.17,0.9,1.8,1.303,712
2021-07-29T00:00:00.000Z,0.8,84.03,2.04,1.7,4.05,3.723,581
2021-07-30T00:00:00.000Z,1.7,26.15,5.4,3.99,11.75,4.04,461
2021-07-31T00:00:00.000Z,2.13,19.27,4.34,3.47,6.03,2.285,498
2021-08-01T00:00:00.000Z,1.7,23.45,3.05,2.47,3.83,1.388,505
2021-08-02T00:00:00.000Z,1.6,45.8,4.13,3.47,4.65,2.652,463
2021-08-03T00:00:00.000Z,1.65,127.7,5.35,4.9,5.75,5.93,490
2021-08-04T00:00:00.000Z,1.65,16.13,4.72,4.15,5.56,1.429,408
2021-08-05T00:00:00.000Z,0.2,14.2,2.02,1.55,2.6,1.323,489
2021-08-06T00:00:00.000Z,0.15,40.2,1.2,0.7,1.75,2.221,560
2021-08-07T00:00:00.000Z,1.2,165.63,5.55,3.2,8.3,7.404,632
2021-08-08T00:00:00.000Z,0.75,18.07,1.95,1.58,2.4,1.468,576
2021-08-09T00:00:00.000Z,1,8.44,1.8,1.55,2.2,0.701,430
2021-08-10T00:00:00.000Z,0.88,73.72,3.03,2.45,4.65,3.652,603
2021-08-11T00:00:00.000Z,0.3,10.93,1.83,1.38,2.9,1.002,447
2021-08-12T00:00:00.000Z,0.8,15.1,2.15,1.83,2.45,1.231,607
2021-08-13T00:00:00.000Z,1.42,42.85,2.33,2.1,2.67,1.41,1097
2021-08-14T00:00:00.000Z,1.2,163.88,3.88,2.88,4.59,5.865,886
2021-08-15T00:00:00.000Z,0.73,253.6,3.08,2.4,6.4,13.058,945
2021-08-16T00:00:00.000Z,1.2,22.38,2.92,2.33,6.45,4.314,1032
2021-08-17T00:00:00.000Z,0.95,34.92,2.44,1.88,3.2,1.625,1162
2021-08-18T00:00:00.000Z,0.7,14.25,3.3,1.83,4.8,1.607,909
2021-08-19T00:00:00.000Z,1.23,52.2,4.03,2.4,11.8,5.908,1156
2021-08-20T00:00:00.000Z,0,482.58,2.4,0.8,11.75,25.461,1090
2021-08-21T00:00:00.000Z,0.2,165.5,2.45,1.5,2.95,5.309,1199
2021-08-22T00:00:00.000Z,2.47,50.58,4.59,3.9,5.85,2.024,1091
2021-08-23T00:00:00.000Z,2.4,42.15,6.77,5.63,8.73,3.378,1168
2021-08-24T00:00:00.000Z,5.72,32.88,12.63,10.3,17.3,5.952,1130
2021-08-25T00:00:00.000Z,4.93,32.63,12.4,8.44,15.85,4.867,1107
2021-08-26T00:00:00.000Z,3.58,23,9.23,7.35,13.88,3.575,825
2021-08-27T00:00:00.000Z,4.78,49.53,9.94,8.88,12.7,4.316,877
2021-08-28T00:00:00.000Z,4.4,12.23,8.4,7.07,9.35,1.407,714
2021-08-29T00:00:00.000Z,4.63,27.88,9.23,7.72,10.5,4.777,758
2021-08-30T00:00:00.000Z,1.38,16.6,2.52,2.2,3.88,1.615,1117
2021-08-31T00:00:00.000Z,1.38,18.27,3.5,2.92,3.9,1.149,1127
2021-09-01T00:00:00.000Z,1.08,17.73,4.9,2.95,6.05,2.568,1121
2021-09-02T00:00:00.000Z,3.28,35.47,10.63,8.85,12.82,3.142,1094
2021-09-03T00:00:00.000Z,7.82,62.38,13.15,11.79,15.35,3.874,1212
2021-09-04T00:00:00.000Z,16.39,50.13,21.13,19.38,22.95,3.128,1161
2021-09-05T00:00:00.000Z,9.98,82.6,22.42,17.77,25.98,5.663,921
2021-09-06T00:00:00.000Z,6.93,34.28,11.7,10.09,13.72,2.825,973
2021-09-07T00:00:00.000Z,9.44,59.97,16.85,13.43,27,13.766,1019
2021-09-08T00:00:00.000Z,8.69,63.75,25.15,12.07,36.45,13.931,1339
2021-09-09T00:00:00.000Z,0.6,79.63,10.63,5.21,26.19,16.017,1157
2021-09-10T00:00:00.000Z,2.5,59.2,9.55,5.82,12.4,4.298,1285
2021-09-11T00:00:00.000Z,0.5,51.42,2.29,1.2,4.28,2.394,1329
2021-09-12T00:00:00.000Z,1.12,39.22,2.4,1.9,4.32,2.802,1313
2021-09-13T00:00:00.000Z,0.6,49.03,4,2.75,8.38,4.817,1300
2021-09-14T00:00:00.000Z,3.03,63.85,11.6,6.79,15.55,6.393,1328
2021-09-15T00:00:00.000Z,1.02,26.98,3.78,2.13,11.31,5.749,1301
2021-09-16T00:00:00.000Z,0.3,60.38,1.4,1.02,2.1,2.473,1281
2021-09-17T00:00:00.000Z,0,20.9,2.42,0.82,3.46,1.756,1152
2021-09-18T00:00:00.000Z,1.08,145.4,5.07,2.5,7.7,5.349,1308
2021-09-19T00:00:00.000Z,0.43,99.22,1.4,1.1,2.1,3.618,1321
2021-09-20T00:00:00.000Z,0.65,15.95,2.27,1.7,3.1,1.059,1296
2021-09-21T00:00:00.000Z,0.77,55.65,3.55,2.5,4.47,2.195,1302
2021-09-22T00:00:00.000Z,0.7,53.15,1.48,1.17,2.1,1.791,1275
2021-09-23T00:00:00.000Z,0.1,94.5,2.38,0.75,3,2.861,1315
2021-09-24T00:00:00.000Z,0.4,24.27,1.25,0.93,1.88,1.289,1289
2021-09-25T00:00:00.000Z,0.1,92.4,1.4,1.05,1.9,3.404,1324
2021-09-26T00:00:00.000Z,0.1,118.47,0.77,0.5,1.33,8.086,1294
2021-09-27T00:00:00.000Z,0.22,265.48,1,0.82,1.3,8.284,1249
2021-09-28T00:00:00.000Z,0.2,33.03,0.95,0.7,1.27,1.302,1317
2021-09-29T00:00:00.000Z,0.4,58.1,1.1,0.9,1.4,2.632,1233
2021-09-30T00:00:00.000Z,0,67.8,1.75,0.4,2.7,2.654,1261
2021-10-01T00:00:00.000Z,0.35,97.45,1.5,1.12,2.24,3.983,1249
2021-10-02T00:00:00.000Z,0.2,222.98,0.9,0.65,1.33,8.642,1301
2021-10-03T00:00:00.000Z,0.2,22.85,1.27,0.9,1.65,1.131,1326
2021-10-04T00:00:00.000Z,0.43,73.15,1.25,0.95,1.88,2.354,1329
2021-10-05T00:00:00.000Z,0.3,20.95,1.42,0.8,2.2,1.39,1334
2021-10-06T00:00:00.000Z,0.6,89.47,1.8,1.3,2.47,3.769,1316
2021-10-07T00:00:00.000Z,0.08,578,0.7,0.4,1.17,23.475,1337
2021-10-08T00:00:00.000Z,0,34.22,1.8,1.2,2.79,2.365,1313
2021-10-09T00:00:00.000Z,0.2,145.22,1.67,0.85,2.8,5.429,1280
2021-10-10T00:00:00.000Z,1.45,25.48,4.59,2.75,5.72,2.306,1326
2021-10-11T00:00:00.000Z,1.7,48.13,3.72,2.95,4.9,2.896,1319
2021-10-12T00:00:00.000Z,1.48,16.02,3.53,2.5,4.95,1.418,1327
2021-10-13T00:00:00.000Z,4.34,34.97,6.9,5.63,10.57,4.624,1330
2021-10-14T00:00:00.000Z,2.17,44.8,3.9,3.08,5.37,2.342,1305
2021-10-15T00:00:00.000Z,0.5,62.17,2.15,1.4,7.2,5.27,1334
2021-10-16T00:00:00.000Z,0.88,52.42,4.07,3.1,5.43,3.417,1324
2021-10-17T00:00:00.000Z,0.2,36.97,0.88,0.52,3.4,3.566,1321
2021-10-18T00:00:00.000Z,0,106.3,1.5,0.5,4.82,4.698,1250
2021-10-19T00:00:00.000Z,0.1,57.8,1.79,0.8,2.99,3.067,1352
2021-10-20T00:00:00.000Z,0.3,115.4,2.75,2.25,3.55,8.532,1261
2021-10-21T00:00:00.000Z,0.38,29.88,1.82,1.42,2.6,1.529,1312
2021-10-22T00:00:00.000Z,0.4,119.1,1.58,1.08,2.42,3.856,1323
2021-10-23T00:00:00.000Z,0.1,94.35,1.14,0.75,2.27,5.674,1323
2021-10-24T00:00:00.000Z,0,5.72,0.65,0.3,1.9,0.983,528
2021-10-26T00:00:00.000Z,2.2,12.95,3.35,3.08,3.67,1.204,226
2021-10-27T00:00:00.000Z,0,30.13,0.5,0.3,0.7,1.158,789
2021-10-28T00:00:00.000Z,0,150.4,1.7,0.8,4.22,5.884,879
2021-10-29T00:00:00.000Z,0.1,193.85,2.95,1.67,5.5,9.91,670
2021-10-30T00:00:00.000Z,0.32,786.85,1.3,0.88,2.47,33.069,687
2021-10-31T00:00:00.000Z,0,47.67,1.55,0.74,4.97,7.039,681
2021-11-01T00:00:00.000Z,0.3,47.83,1.4,0.98,2.89,3.03,636
2021-11-02T00:00:00.000Z,1.35,31.6,3.78,2.25,5.97,2.806,635
2021-11-03T00:00:00.000Z,0.3,19.23,2.42,1.33,4.45,2.11,674
2021-11-04T00:00:00.000Z,0.5,24.55,1.98,1.27,3.63,2.148,687
2021-11-05T00:00:00.000Z,0.8,97.93,3.1,2.08,4.29,5.711,689
2021-11-06T00:00:00.000Z,0.2,27.45,3.3,0.8,4.62,2.661,677
2021-11-07T00:00:00.000Z,1.7,285.6,3.55,2.95,11.24,14.639,665
2021-11-08T00:00:00.000Z,0.3,68.18,3,1.48,6.3,5.048,555
2021-11-09T00:00:00.000Z,0,10.27,2,0.85,4.17,2.203,649
2021-11-10T00:00:00.000Z,1.1,68.9,4.28,3.14,6.35,5.156,664
2021-11-11T00:00:00.000Z,0,30.13,0.8,0.45,1.38,1.944,627
2021-11-12T00:00:00.000Z,0.2,18.52,1.77,0.93,3.83,1.84,603
2021-11-13T00:00:00.000Z,0.2,190.77,2.13,1.48,10.15,13.533,659
2021-11-14T00:00:00.000Z,3.72,127.88,14.73,11.09,23.23,16.637,653
2021-11-15T00:00:00.000Z,0.6,66.7,3.6,2,10.13,8.505,653
2021-11-16T00:00:00.000Z,0.6,46.72,2.74,1.6,3.72,2.778,658
2021-11-17T00:00:00.000Z,2.27,63.65,3.8,3.28,4.63,3.379,498
2021-11-18T00:00:00.000Z,0.13,63.72,1.4,0.6,2.15,2.837,626
2021-11-19T00:00:00.000Z,0.1,38.95,1.1,0.7,2.6,2.804,605
2021-11-20T00:00:00.000Z,0.3,78.78,1.63,1.1,4.18,4.935,635
2021-11-21T00:00:00.000Z,0.7,161.1,2.41,1.7,7.71,10.881,680
2021-11-22T00:00:00.000Z,2.22,46.72,4.47,3.35,16.57,9.84,663
2021-11-23T00:00:00.000Z,2.52,39.97,6.2,4.65,7.97,3.44,662
2021-11-24T00:00:00.000Z,1.5,37.25,4.47,2.9,6.87,3.619,669
2021-11-25T00:00:00.000Z,1.42,33.54,2.7,2.24,3.66,3.167,677
2021-11-26T00:00:00.000Z,0.3,43.47,2.15,1.4,3.21,2.889,677
2021-11-27T00:00:00.000Z,0.28,72.45,1.8,1.12,4.88,5.52,661
2021-11-28T00:00:00.000Z,0.98,151.75,3.05,1.8,15.27,9.957,663
2021-11-29T00:00:00.000Z,0.6,24.23,5.03,3.1,9.09,3.603,673
2021-11-30T00:00:00.000Z,0.3,26.75,1.1,0.8,1.73,1.968,652
2021-12-01T00:00:00.000Z,0.22,43.83,1.9,1.2,3.15,2.314,636
2021-12-02T00:00:00.000Z,0.4,87.97,2.27,1.6,3.17,6.325,643
2021-12-03T00:00:00.000Z,0.3,4.4,1.95,1.4,2.4,0.856,283
2021-12-04T00:00:00.000Z,0.2,139.88,1.48,1,2.62,7.431,613
2021-12-05T00:00:00.000Z,0.45,93,1.83,1.1,32.9,19.233,636
2021-12-06T00:00:00.000Z,0,30.85,1.77,1.1,2.69,3.585,653
2021-12-07T00:00:00.000Z,0.25,43.33,1.42,0.9,2.22,2.832,656
2021-12-08T00:00:00.000Z,0,24.67,1.7,0.82,2.4,1.451,651
2021-12-09T00:00:00.000Z,0,26.95,1.74,1.24,2.79,2.032,660
2021-12-10T00:00:00.000Z,0.3,20.39,1.9,1,4.05,2.725,643
2021-12-11T00:00:00.000Z,0.1,93.25,1.9,0.88,3,5.556,658
2021-12-12T00:00:00.000Z,0,41.95,1.5,0.77,1.95,4.391,635
2021-12-13T00:00:00.000Z,0.65,70.47,3.3,1.4,23.08,13.161,637
2021-12-14T00:00:00.000Z,0.55,29.4,2.2,1.55,8.18,5.685,641
2021-12-15T00:00:00.000Z,0.3,28.58,0.95,0.68,1.7,1.622,651
2021-12-16T00:00:00.000Z,1.6,37.25,3.3,2.63,5.25,5.54,642
2021-12-17T00:00:00.000Z,4.5,112.5,9.63,7.68,13.54,5.704,640
2021-12-18T00:00:00.000Z,4.13,50.78,20.3,16.23,24.72,7.175,632
2021-12-19T00:00:00.000Z,6.32,36.33,18.38,10.99,23.38,6.817,648
2021-12-20T00:00:00.000Z,3.35,26.83,9.15,6.7,13.98,5.289,411
2021-12-21T00:00:00.000Z,7.18,46.3,10.88,9.61,12.37,4.026,252
2021-12-22T00:00:00.000Z,1.65,21.6,8.82,5.13,13.59,4.662,656
2021-12-23T00:00:00.000Z,0.1,116.97,1.85,1.08,5.22,8.401,619
2021-12-24T00:00:00.000Z,1.45,74.93,4.25,3.67,12.43,10.785,650
2021-12-25T00:00:00.000Z,1.23,67.34,5.28,2.7,8.09,5.016,628
2021-12-26T00:00:00.000Z,0.63,205.35,6.22,3.38,25.35,17.841,663
2021-12-27T00:00:00.000Z,1.77,212.02,5.7,3.5,11.93,21.118,674
2021-12-28T00:00:00.000Z,2.45,113.57,13.51,6.69,22.87,26.284,672
2021-12-29T00:00:00.000Z,0,259.67,3.22,1.6,4.3,12.56,667
2021-12-30T00:00:00.000Z,0.03,186.7,0.75,0.3,2.29,13.249,669
2021-12-31T00:00:00.000Z,0.85,46,3.17,2.6,4.07,3.384,670
2022-01-01T00:00:00.000Z,2.83,30.67,5.05,4.32,6.1,2.262,680
2022-01-02T00:00:00.000Z,0.47,31.85,2.2,1.52,3.25,1.798,678
2022-01-03T00:00:00.000Z,0.75,62.6,2.6,2.17,3.22,3.329,670
2022-01-04T00:00:00.000Z,0.95,28.08,2.54,1.9,4.5,2.399,670
2022-01-05T00:00:00.000Z,1.4,76,3.4,2.46,11.26,12.917,681
2022-01-06T00:00:00.000Z,0,20.98,1.35,0.8,2.13,2.223,681
2022-01-07T00:00:00.000Z,0.2,32.6,1.6,0.85,5.07,4.261,682
2022-01-08T00:00:00.000Z,0,31.08,2.97,1.83,4.2,2.463,619
2022-01-09T00:00:00.000Z,0.88,87.38,2.8,2,6.47,6.092,621
2022-01-10T00:00:00.000Z,0.4,22.65,2.9,1.1,4.5,4.405,607
2022-01-11T00:00:00.000Z,1.95,18.13,3.55,2.95,4.38,1.576,658
2022-01-12T00:00:00.000Z,0.88,141,1.98,1.55,6.9,9.873,674
2022-01-13T00:00:00.000Z,1.38,116.93,3.85,2.4,16.94,16.549,672
2022-01-14T00:00:00.000Z,7.9,160.15,14.55,11.2,23.3,13.421,643
2022-01-15T00:00:00.000Z,3.17,156.02,20.13,9.02,27.58,14.484,672
2022-01-16T00:00:00.000Z,1.73,79.15,9.36,4.28,14.08,8.246,668
2022-01-17T00:00:00.000Z,1.7,87.07,8.36,4.4,38.63,26.904,678
2022-01-18T00:00:00.000Z,1.9,259.83,9.6,5.82,14.57,16.682,674
2022-01-19T00:00:00.000Z,0.85,35.22,2.75,1.8,6.22,3.923,659
2022-01-20T00:00:00.000Z,2.02,45.97,4.4,2.95,10.41,9.831,668
2022-01-21T00:00:00.000Z,1.63,50.45,5.97,3.4,10.02,5.298,638
2022-01-22T00:00:00.000Z,0.6,46.1,3.22,2.2,6.05,4.834,650
2022-01-23T00:00:00.000Z,0.8,205.18,4.47,3.08,7.5,14.371,647
2022-01-24T00:00:00.000Z,3.65,44.53,14.5,10,22.22,8.692,665
2022-01-25T00:00:00.000Z,5.15,77.2,12.75,10.55,14.73,5.886,651
2022-01-26T00:00:00.000Z,1.98,13.63,6.28,5.03,7.4,1.857,598
2022-01-27T00:00:00.000Z,0.32,44.3,1.44,1,3.67,4.966,674
2022-01-28T00:00:00.000Z,0.6,25.92,2.17,1.4,2.9,1.968,669
2022-01-29T00:00:00.000Z,0.4,43.1,3.15,1.6,5.72,3.54,678
2022-01-30T00:00:00.000Z,1.27,219.15,3.35,2.45,4.25,11.495,664
2022-01-31T00:00:00.000Z,1.3,36.22,2.97,2.35,3.83,2.312,667
2022-02-01T00:00:00.000Z,0.3,19.25,1.83,1.2,3.05,1.664,625
2022-02-02T00:00:00.000Z,0.5,117.3,3.03,2.15,4.13,5.292,630
2022-02-03T00:00:00.000Z,0.5,140.02,1.8,1.4,3.13,7.847,626
2022-02-04T00:00:00.000Z,0.32,10.23,1.88,1.23,2.91,1.339,644
2022-02-05T00:00:00.000Z,0.63,34.88,2.1,1.6,2.75,1.983,665
2022-02-06T00:00:00.000Z,0.2,61.67,1.8,1.1,4.47,3.9,673
2022-02-07T00:00:00.000Z,0,45.58,2.4,1.12,3,2.842,662
2022-02-08T00:00:00.000Z,0.2,120.33,1.38,0.8,2.4,5.946,647
2022-02-09T00:00:00.000Z,0.5,71.22,1.77,1.4,3,4.019,622
2022-02-10T00:00:00.000Z,0.6,35.6,1.77,1.4,3.9,2.664,611
2022-02-11T00:00:00.000Z,0.5,152.18,2.2,1.6,3.05,11.466,638
2022-02-12T00:00:00.000Z,0,109.63,1.38,0.6,3.83,9.927,669
2022-02-13T00:00:00.000Z,0,284.92,1.7,0.82,2.85,11.368,682
2022-02-14T00:00:00.000Z,0.45,54.35,1.55,1.1,2.78,3.597,683
2022-02-15T00:00:00.000Z,0.32,166.5,4.18,1.6,5.07,7.506,683
2022-02-16T00:00:00.000Z,0.1,11.15,3.89,1.83,5.49,2.415,676
